DATE_,the_geom,COLLECTOR,SECTION_,PATROL,ROUTE,ROAD_TYPE,REF_PT,COMMENTS,DATAFILE
09/22/2000 12:00:00 AM +0000,POINT (-108.727898136917 38.77612712776455),"Shrader, Buck",2,4,141A,Main_Hwy,130,,
09/22/2000 12:00:00 AM +0000,POINT (-108.71211370907183 38.782260078226365),"Shrader, Buck",2,4,141A,Main_Hwy,131,,
09/22/2000 12:00:00 AM +0000,POINT (-108.69126100750907 38.78516839255848),"Shrader, Buck",2,4,141A,Main_Hwy,132,,
09/22/2000 12:00:00 AM +0000,POINT (-108.67665350750508 38.78443979937366),"Shrader, Buck",2,4,141A,Main_Hwy,133,,
09/22/2000 12:00:00 AM +0000,POINT (-108.66090281475682 38.79137625017507),"Shrader, Buck",2,4,141A,Main_Hwy,134,,
09/22/2000 12:00:00 AM +0000,POINT (-108.64368219560605 38.79723471513171),"Shrader, Buck",2,4,141A,Main_Hwy,135,,
09/22/2000 12:00:00 AM +0000,POINT (-108.63066727610679 38.80682546507454),"Shrader, Buck",2,4,141A,Main_Hwy,136,,
09/22/2000 12:00:00 AM +0000,POINT (-108.61382712548071 38.812154017194665),"Shrader, Buck",2,4,141A,Main_Hwy,137,,
09/22/2000 12:00:00 AM +0000,POINT (-108.59864193416153 38.819815776316055),"Shrader, Buck",2,4,141A,Main_Hwy,138,,
09/22/2000 12:00:00 AM +0000,POINT (-108.58415133029696 38.82822840705628),"Shrader, Buck",2,4,141A,Main_Hwy,139,,
09/22/2000 12:00:00 AM +0000,POINT (-108.57538599152578 38.83752539076545),"Shrader, Buck",2,4,141A,Main_Hwy,139.83999634,,
09/19/2000 12:00:00 AM +0000,POINT (-108.86926372413826 39.212576002394826),"Shrader, Buck",2,5,006A,Main_Hwy,11.01000023,,
09/19/2000 12:00:00 AM +0000,POINT (-108.86084706507509 39.22112462328235),"Shrader, Buck",2,5,006A,Main_Hwy,12,,
09/19/2000 12:00:00 AM +0000,POINT (-108.84612785119268 39.211891800520306),"Shrader, Buck",2,5,006A,Main_Hwy,13,,
09/19/2000 12:00:00 AM +0000,POINT (-108.82855464589431 39.20647848606187),"Shrader, Buck",2,5,006A,Main_Hwy,14,,
09/19/2000 12:00:00 AM +0000,POINT (-108.8147091292941 39.19787722870134),"Shrader, Buck",2,5,006A,Main_Hwy,15,,
09/19/2000 12:00:00 AM +0000,POINT (-108.81292110565144 39.19668115040377),"Shrader, Buck",2,5,006A,Main_Hwy,15.14999962,,
09/27/2000 12:00:00 AM +0000,POINT (-108.14010235540981 39.18845432580117),"Shrader, Buck",2,7,330A,Main_Hwy,0,,
09/27/2000 12:00:00 AM +0000,POINT (-108.12500411289227 39.186072931739815),"Shrader, Buck",2,7,330A,Main_Hwy,1,,
09/27/2000 12:00:00 AM +0000,POINT (-108.10665138702986 39.18726012413696),"Shrader, Buck",2,7,330A,Main_Hwy,2,,
09/27/2000 12:00:00 AM +0000,POINT (-108.08820809084732 39.18932617232222),"Shrader, Buck",2,7,330A,Main_Hwy,3,,
09/27/2000 12:00:00 AM +0000,POINT (-108.07111085809144 39.18843403306693),"Shrader, Buck",2,7,330A,Main_Hwy,4,,
09/27/2000 12:00:00 AM +0000,POINT (-108.05384041253151 39.19334763272615),"Shrader, Buck",2,7,330A,Main_Hwy,5,,
09/27/2000 12:00:00 AM +0000,POINT (-108.04095699268765 39.202571052537884),"Shrader, Buck",2,7,330A,Main_Hwy,6,,
09/27/2000 12:00:00 AM +0000,POINT (-108.03376644447054 39.21371726492762),"Shrader, Buck",2,7,330A,Main_Hwy,7,,
09/27/2000 12:00:00 AM +0000,POINT (-108.02090861462806 39.22406132931066),"Shrader, Buck",2,7,330A,Main_Hwy,8,,
09/27/2000 12:00:00 AM +0000,POINT (-108.00626701104375 39.23021143874959),"Shrader, Buck",2,7,330A,Main_Hwy,9,,
09/27/2000 12:00:00 AM +0000,POINT (-107.98971915947382 39.235932549756576),"Shrader, Buck",2,7,330A,Main_Hwy,10,,
09/27/2000 12:00:00 AM +0000,POINT (-107.97172336991103 39.23838498259927),"Shrader, Buck",2,7,330A,Main_Hwy,11,,
09/27/2000 12:00:00 AM +0000,POINT (-107.96243142839533 39.23867577376586),"Shrader, Buck",2,7,330A,Main_Hwy,11.61999989,,
09/19/2000 12:00:00 AM +0000,POINT (-108.79975556118956 39.1893520053078),"Shrader, Buck",2,11,006A,Main_Hwy,16,,
09/19/2000 12:00:00 AM +0000,POINT (-108.78416097937856 39.18139621303458),"Shrader, Buck",2,11,006A,Main_Hwy,17,,
09/19/2000 12:00:00 AM +0000,POINT (-108.76766817915896 39.17296130616224),"Shrader, Buck",2,11,006A,Main_Hwy,18,MM MISSING,
09/19/2000 12:00:00 AM +0000,POINT (-108.75332908976364 39.1656321067213),"Shrader, Buck",2,11,006A,Main_Hwy,19,,
